Id,SalePrice
2423,123714
2424,145602
2425,229274
2426,126616
2427,140997
2428,176585
2429,118429
2430,138635
2431,110585
2432,149356
2433,148354
2434,137091
2435,151071
2436,109894
2437,104694
2438,124304
2439,112217
2440,123043
2441,84611
2442,89878
2443,125790
2444,126772
2445,77711
2446,138019
2447,197730
2448,127739
2449,105350
2450,150632
2451,138809
2452,228067
2453,90529
2454,129207
2455,124014
2456,141046
2457,138870
2458,124336
2459,114308
2460,135971
2461,123842
2462,138038
2463,130496
2464,189207
2465,145610
2466,104803
2467,140344
2468,78206
2469,70670
2470,161958
2471,207958
2472,158721
2473,118133
2474,80973
2475,220875
2476,111404
2477,133100
2478,151890
2479,104641
2480,162345
2481,120101
2482,125827
2483,114775
2484,128481
2485,128979
2486,161317
2487,154779
2488,164726
2489,144516
2490,158404
2491,88266
2492,192400
2493,156041
2494,141596
2495,78150
2496,261801
2497,145725
2498,106109
2499,91437
2500,131483
2501,140003
2502,157590
2503,87953
2504,180742
2505,221175
2506,262755
2507,297688
2508,262215
2509,217915
2510,217381
2511,169618
2512,210118
2513,212537
2514,248750
2515,155805
2516,174068
2517,144122
2518,150560
2519,222232
2520,209214
2521,186241
2522,228081
2523,114786
2524,137473
2525,148733
2526,132854
2527,114326
2528,129168
2529,132848
2530,122854
2531,245206
2532,221897
2533,195674
2534,217778
2535,312732
2536,241837
2537,222682
2538,177400
2539,193035
2540,179521
2541,178609
2542,165729
2543,130276
2544,129890
2545,136989
2546,127942
2547,143668
2548,152254
2549,164362
2550,270904
2551,141242
2552,130287
2553,74640
2554,104307
2555,116998
2556,101032
2557,104001
2558,159633
2559,139730
2560,148915
2561,136824
2562,132824
2563,145916
2564,199281
2565,136145
2566,173890
2567,128275
2568,207241
2569,201145
2570,117724
2571,175337
2572,137549
2573,214916
2574,252776
2575,133163
2576,123090
2577,166235
2578,76189
2579,49372
2580,111535
2581,98123
2582,110491
2583,266742
2584,170667
2585,184114
2586,204204
2587,195521
2588,142481
2589,151472
2590,223570
2591,243992
2592,215291
2593,248163
2594,178082
2595,200808
2596,308557
2597,194759
2598,279821
2599,304920
2600,176810
2601,154476
2602,77760
2603,89872
2604,87017
2605,75282
2606,150284
2607,202478
2608,206490
2609,165564
2610,118249
2611,125026
2612,153266
2613,130290
2614,130947
2615,153016
2616,136090
2617,198340
2618,173973
2619,178148
2620,188554
2621,176706
2622,183364
2623,239472
2624,302980
2625,335857
2626,169738
2627,166561
2628,480243
2629,536322
2630,364951
2631,464226
2632,445568
2633,328131
2634,403162
2635,161365
2636,183907
2637,200093
2638,271417
2639,180871
2640,149430
2641,106795
2642,201895
2643,97401
2644,130477
2645,106962
2646,93947
2647,100420
2648,146722
2649,155178
2650,139260
2651,140578
2652,425248
2653,254241
2654,272317
2655,397480
2656,323005
2657,333566
2658,278419
2659,300620
2660,348694
2661,351019
2662,375051
2663,275134
2664,271022
2665,326989
2666,296420
2667,162885
2668,171708
2669,183246
2670,276985
2671,179383
2672,194565
2673,219018
2674,214424
2675,169359
2676,186419
2677,196590
2678,264366
2679,280940
2680,291536
2681,433580
2682,341911
2683,556318
2684,315698
2685,354049
2686,256242
2687,329987
2688,206599
2689,205622
2690,497047
2691,194273
2692,131733
2693,197543
2694,131603
2695,188434
2696,186535
2697,192930
2698,196867
2699,176457
2700,154792
2701,152771
2702,115758
2703,128466
2704,139993
2705,116613
2706,118677
2707,123035
2708,132907
2709,118622
2710,124483
2711,295775
2712,392882
2713,170037
2714,149717
2715,175280
2716,147344
2717,178708
2718,224858
2719,149570
2720,166742
2721,135283
2722,165797
2723,138633
2724,127918
2725,132590
2726,144448
2727,183555
2728,173903
2729,153365
2730,145088
2731,128690
2732,125739
2733,156928
2734,158213
2735,135361
2736,143548
2737,122996
2738,130092
2739,158243
2740,144386
2741,148085
2742,150445
2743,147356
2744,167589
2745,143444
2746,134559
2747,147705
2748,121350
2749,130499
2750,132580
2751,136251
2752,210428
2753,155675
2754,219362
2755,126604
2756,106751
2757,71421
2758,87391
2759,159490
2760,133125
2761,143161
2762,140102
2763,181666
2764,151241
2765,282160
2766,144214
2767,93121
2768,135675
2769,130734
2770,139884
2771,111777
2772,109356
2773,166259
2774,142144
2775,108908
2776,141345
2777,146067
2778,105803
2779,128232
2780,94475
2781,93545
2782,93168
2783,106115
2784,126860
2785,134079
2786,71670
2787,128934
2788,74965
2789,174932
2790,94453
2791,115626
2792,54750
2793,192479
2794,116897
2795,124525
2796,98265
2797,211043
2798,115837
2799,124071
2800,57680
2801,108584
2802,133632
2803,181962
2804,139381
2805,105550
2806,72700
2807,158764
2808,155122
2809,138771
2810,135815
2811,165673
2812,155078
2813,187493
2814,146249
2815,100710
2816,240841
2817,162504
2818,132829
2819,165001
2820,142443
2821,117942
2822,202632
2823,329541
2824,199291
2825,159882
2826,134893
2827,131157
2828,203085
2829,232633
2830,231349
2831,173959
2832,241516
2833,294871
2834,216574
2835,213389
2836,193787
2837,152518
2838,156437
2839,174876
2840,198565
2841,206483
2842,229277
2843,155065
2844,167486
2845,122996
2846,214144
2847,196253
2848,217098
2849,204287
2850,281057
2851,223788
2852,228423
2853,244178
2854,142863
2855,205103
2856,205168
2857,186141
2858,199260
2859,116927
2860,123019
2861,126634
2862,196049
2863,124603
2864,232725
2865,142058
2866,134325
2867,102623
2868,94048
2869,119819
2870,120260
2871,87180
2872,44700
2873,92860
2874,144179
2875,114207
2876,164884
2877,140598
2878,159185
2879,141838
2880,94936
2881,149585
2882,175095
2883,188853
2884,179139
2885,195499
2886,237849
2887,85658
2888,137380
2889,49875
2890,83241
2891,139444
2892,33866
2893,85377
2894,47289
2895,331205
2896,289234
2897,202382
2898,146400
2899,212806
2900,166014
2901,205429
2902,192491
2903,352211
2904,339115
2905,91316
2906,204590
2907,112148
2908,134460
2909,134027
2910,75744
2911,74327
2912,151674
2913,80486
2914,73736
2915,79107
2916,75801
2917,169090
2918,118509
2919,215539
